tweet,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5
يامن تتعلم السواقة جديد أكيد لم تتعلمها لتصبح منتحر فتدخل النار ولا قاتل فتدخل النار متستعجلش على السواقة فى الطرق السريعة يمكن بكده تدخل الجنة,0,1,0,0,0
منتحر الطايف اي طبيب اي مخرج افلام يعرف هذا مكياج ليس هناك فتاه منتحره صاحب الناج خارج البلد,0,1,1,0,1
افشل واقرف واعفن واوسخ شخص هو الملحد يعني لا دين لا اخلاق وبكون عامل فيها الود المتحضر واللبق والبرستيج وهو كيسو فاضي الحبه ما عندو وفي النهاية بعد دا كلو بموت منتحر,0,1,0,0,1
من كثر حبي لك سيدي الاجرب سانتحر المسدس ماء بسمك الحب والأمل المجهول اعشق فيك جسدك المعلول ولسانك المشلول احبك كما احب اكل الوبيا كما يكره الفأر ألبانيا واسنانك كالمنشار وشعرك منتصب لايهزه اعصار وصوتك أشبه بصوت الحمير في العقبه وانفك طوله ثلاث أمتار ونصف وشفتاك بلون الشحور,0,0,0,0,0
سانتحر اذا اصبحت رئيسي ايها الزوافي المقبلج,0,1,0,0,1
مساؤؤؤ احبك جدا واعرف بيني وبينك الاف الحواجز وانا الوصل لشفتيك انتحاروا وانا سانتحر,0,1,0,0,0
سأنتحر من الفرحه,0,1,0,0,0
سأحتل كل شبر سأبني لعينيك الف جسر سأثمل برحيق الشفاه وأذوب بأجمل خصر جسدك براءة اختراعي ومفاتنك ذنوب وشر سأنتحر على اخاديد النهود فعصرك اجمل عصر,0,1,0,0,0
القمة الوحيدة التى لم أصل اليها هي قمة الدنائة فأنا تعودت على الاعتراف حتى بأخطائي لطالما ذكرت اسوء صفاتي أمام العالم وذلك لانني لا أهاب أحد ولا يرعبني ان تكالب حولي الألسنة او حاصرتني جيوش مريدة سأنتحر عمدا ولن أستسلم ابدا لن أطيع راع ولا حاكما ولن أخضع الا لقوانين نفسي,0,1,0,0,0
سانتحر,0,1,1,1,1
لو كنت مكان تبون الذي يقبع أغلب أصدقائه في السجن لا أقول أني سأهاجر أو أختفي ربما سأنتحر أو أجن لكن الرجل يبدو في كامل زهوه وهو لا يخشى مثقال ذرة أن يكون مصيره السجن هناك شيء صارخ التناقض يقول أن هناك طبخة لا,0,1,0,0,0
حالة طوارئ قالت سأنتحر إن تخلى عني قلت أعرف رجل قطع وريده حين تزوجت حبيبته نقلوه إلى المشفى وعشق الممرضة إهدأي هكذا الحب في مجتمعي وأنت مخيرة,0,1,0,1,1
الاف المرات فكرت بها لكن هذه المرة سأنتحر كلنا وحيدون هل تعتقد انها تلقت رسالتي او انها اهتمت هؤلاء الغرباء يصرخون لا اهتم بكل تلك الافكار افضل ان لا افكر مرة اخرى سأرحل,1,1,1,1,1
سأنتحر لو تسمعوها فترجمتها ساعدوني كي لا أفعلها لا تسخروا من قائلها لأنه يحب الحياة لكنه يرفضها فالمقبلون على الانتحار ينفذون ولا يعلنون,1,1,1,0,0
القمر ده الله يرحمه ويسامحه ادعوله كتييير عكس حالنا جميعا من زمان اووي وكميه اليأس ال جيلنا وصلها موجود كل الأزقه والشوارع منتحر انسانيتنا انتحرت رجولتنا انتحرت مبادئنا انتحرت لم يبقي الا الجسد يتأكل,0,1,1,0,1
أصيب بالهوس الديني واستقال من وظيفته وقطع اذنه متعمدا وادخل مصحة عقلية ورسم   لوحة و  رسمة وأصيب بنوبات عقلية وانتحر بعمر   عام بعدما رفضته حبيبته الرسام العظيم فإن جوخ الذي كتب في آخر كتابته يوما ما سأنتحر من كل ما يؤلمني,1,1,0,0,1
منتحر جديد في بني سويف عبد الرحمن شنق نفسه في غرفة نومه ربنا يغفر له اللهم اهدي شباب المسلمين,1,1,1,0,1
الانتحار منتشر بسبب الإنتحار مش حل الإنتحار لا يجتمع إيمان وتفكير بالانتحار,1,1,1,0,1
بعد تكرار حالات الانتحار مؤخرا اكتشفوا الحقائق الصادمة والرسائل الصامتة من الرابط التالي وشاركونا الانتحار منتشر بسبب,1,0,1,0,1
طالب في جامعة بني سويف يكتب منشور حول إقدامه على الانتحار وأصدقائه يقومون بانقاذه الانتحار الانتحار منتشر بسبب,1,0,1,0,1
لابد أن نعلم أن الفشل اوقات كتير بيكون اول أسباب النجاح ليس فقط في الدراسه لكن في علاقتنا الاجتماعية أيضا الانتحار مش هو الحل,1,0,1,0,0
لماذا الانتحار,1,0,1,1,0
ارقام مرعبة مصر الأولى فى عدد حالات الإنتحار,1,1,1,0,1
مصر تتصدر عالميا بظاهرة الانتحار فما هي الأسباب,1,0,1,0,1
ازاي تعرف أن ابنك أو بنتك عندهم ميول للانتحار الانتحار طالب هندسة,1,0,1,0,1
الشروق طنطاوي يطالب الحكومة ببحث تزايد حالات الانتحار وعبد العال المستقبل مبشر وبثوا الأمل للشباب مجلس النواب الانتحار عبد العال,1,0,1,0,0
فيتو عاجل طنطاوي يطالب الحكومة بالتدخل لمواجهة حالات الإنتحار عبد العال المستقبل مبشر,1,1,1,0,0
اللي عايزين يوصلونا إليه تم بالفعل الانتحار اللي الشباب بيقدموا عليه بشكل مرعب أو تسبب البلد وترحل وتتغرب أو تعيش وانت راكع هو ده اللي وصلنا إليه بس دوام الحال من المحال مسيرها تفرج,0,0,0,0,1
الانتحار هو الفعل الذي يتضمن تسبب الشخص عمدا في قتل نفسه يرتكب الانتحار غالبا بسبب اليأس والذي كثيرا ما يعزى إلى اضطراب نفسي ضيفة الحلقة ليا زينون المديرة التنفيذية لجمعية التي تعنى بمكافحة مشكلة الانتحار في لبنان برنامج شو الحل مع الاعلامي باسل الطفيلي الانتحار,1,0,1,0,1
الاكتئاب الرجل أكثر عصبية ومخاطرة ورعونة المرأة المكتئبة أكثر تذمرا وتكرارا للكلام والشكوى يزداد التدمير الذاتي في النساء بينما يكبت الرجل مشاعره الرجل المكتئب أكثر إقداما على الانتحار ونجاحا فيه,1,0,1,0,1
الانتحار نفسك ماحقتك عشان تقتلها امانه عندك خليها لحدي ماسيدها يشيلها,1,0,1,0,0
حكايات اكتئاب الشتاء لا يرحم الأكل الكثير مؤشر على اقتراب الانتحار إذا كنتم ممن فتنهم سكون الشوارع في الشتاء ورفعوا رؤوسهم وفتحوا أزرعهم لاحتضان أمطاره إليكم هذه المفاجأة الشتاء فصل الاكتئاب الموسمي فاحذروا,0,0,0,0,0
الانتحار مصير المنتحر,0,1,1,0,0
روشتة لعلاج الإنتحار والضغوط النفسية يقدمها الشيخ الشعراوي رحمه الله,1,1,1,0,0
فيديو بعد استخدامها في الانتحار الزراعة رقابة صارمة على تداول الحبة السامة شاهد,1,0,1,0,1
حتى الانتحار يسيس في لبنان ويصبح,0,0,0,0,0
أرتفاع نسبة حوادث الإنتحار في قطر لكن أعلام تنظيم الحمدين والإعلام الأخونجي يتكتمون على هذه الأخبار وفي تركيا هناك عوائل بأكملها تنتحر بسبب الظروف الأقتصادية لكن أعلام اردوغان يغض النظر عنها ولو حصل وتم التطرق فإنهم ينسبون ذلك لأمراض عقليه,1,1,1,0,1
بالفيديو منتج سينمائي يعترف كنت سأنتحر بسبب غادة عبدالرازق,1,1,0,0,1
ذنوب وعد أهلها بالنار الرابط الانتحار,1,0,0,0,0
يحاول النظام في مصر التنصل من مسئوليته عن تزايد معدلات الانتحار خاصة بين الشباب مرجعا إياها لأسباب نفسية ومشكلات فردية لكن ذلك ليس حقيقيا وسواء أقر النظام أم لا فهو المسئول وعاجلا أم آجلا سيحاسب على ذلك,1,0,1,0,1
شاهد تجربة الموت في كوريا الجنوبية الانتحار,1,0,0,0,1
الانتحار إنها لحظة نفاد طاقة نفاد صبر نفاد حيلة نفاد عزم هل هو نقصان دين ام نقصان تربيه ام نقصان عقل الانتحار وهو نوع من الانفراد بالرأي الانفراد بالحل وترك جميع الآراء الأخرى بل إنكار كل وجود,0,0,1,0,0
ودعا لكن قد حان وقت رحيلي اخر رسالة قبل الإنتحار عبر,1,1,1,1,1
ما هي الفئات العمرية الأكثر عرضة للتفكير بالانتحار او المحاولة في لبنان من حملة ٢٠١٨ للتوعية حول الانتحار بالتعاون مع اتصل بالخط الوطني الساخن للدعم النفسي والوقاية من الانتحار على ١٥٦٤ بالتعاون مع البرنامج الوطني للصة النفسية,1,0,1,0,1
